"","GD.AT.Open","GD.AT.High","GD.AT.Low","GD.AT.Close","GD.AT.Volume","GD.AT.Adjusted"
"2022-04-20",930.049987792969,944.320007324219,928.469970703125,940.690002441406,42010400,940.690002441406
"2022-04-21",942.739990234375,951.950012207031,942.739990234375,949.679992675781,43582200,949.679992675781
"2022-04-26",943.650024414062,951.02001953125,937.489990234375,938.929992675781,30799600,938.929992675781
"2022-04-27",932.010009765625,932.010009765625,913.710021972656,918.559997558594,29314400,918.559997558594
"2022-04-28",925.22998046875,932.989990234375,921.75,925.070007324219,18696100,925.070007324219
"2022-04-29",926.47998046875,931.119995117188,919.049987792969,922.429992675781,22484200,922.429992675781
"2022-05-03",920.77001953125,921.630004882812,892.419982910156,900.450012207031,34299100,900.450012207031
"2022-05-04",902.929992675781,904.070007324219,894.97998046875,900.349975585938,17850300,900.349975585938
"2022-05-05",908.530029296875,915.369995117188,888.429992675781,888.469970703125,22086000,888.469970703125
"2022-05-06",880.75,880.75,864.049987792969,866.75,38724700,866.75
"2022-05-09",862.25,869.849975585938,855.940002441406,859.179992675781,28406400,859.179992675781
"2022-05-10",859.489990234375,873.349975585938,848.840026855469,860.849975585938,36159800,860.849975585938
"2022-05-11",862.539978027344,877.25,859.710021972656,862.659973144531,34065800,862.659973144531
"2022-05-12",855.340026855469,859.409973144531,844.530029296875,846.460021972656,42659000,846.460021972656
"2022-05-13",851.929992675781,873.549987792969,851.929992675781,867.030029296875,36253400,867.030029296875
"2022-05-16",866.289978027344,871.260009765625,855.260009765625,859.380004882812,27581700,859.380004882812
"2022-05-17",864.97998046875,871.349975585938,864.97998046875,867.799987792969,31451900,867.799987792969
"2022-05-18",870.130004882812,871.070007324219,864.609985351562,866.72998046875,27212800,866.72998046875
"2022-05-19",858,858,838.369995117188,851.200012207031,41356900,851.200012207031
"2022-05-20",853.130004882812,861.809997558594,853.130004882812,860.059997558594,29028400,860.059997558594
"2022-05-23",867.380004882812,871.950012207031,857.619995117188,859.789978027344,28963900,859.789978027344
"2022-05-24",859.429992675781,869.960021972656,857.460021972656,863.409973144531,22818400,863.409973144531
"2022-05-25",864.549987792969,876.820007324219,864.549987792969,873.369995117188,19325300,873.369995117188
"2022-05-26",876.710021972656,888.989990234375,876.330017089844,887.320007324219,31602100,887.320007324219
"2022-05-27",891.739990234375,893.190002441406,888.090026855469,891.409973144531,30402800,891.409973144531
"2022-05-30",895.260009765625,901.169982910156,890.409973144531,891.799987792969,24483600,891.799987792969
"2022-05-31",891.77001953125,894.739990234375,886.25,890.700012207031,135706200,890.700012207031
"2022-06-01",893.719970703125,903.799987792969,892.549987792969,899.969970703125,31750200,899.969970703125
"2022-06-02",901.22998046875,901.960021972656,890.280029296875,890.280029296875,25292000,890.280029296875
"2022-06-03",892.510009765625,898.429992675781,892.510009765625,896.890014648438,16970100,896.890014648438
"2022-06-06",897.489990234375,904.299987792969,897.489990234375,900.280029296875,14103600,900.280029296875
"2022-06-07",897.599975585938,899.169982910156,887.700012207031,891.809997558594,17682900,891.809997558594
"2022-06-08",892.080017089844,896.010009765625,889.77001953125,893.820007324219,16811600,893.820007324219
